Description,epoch,train_loss,train_accuracy,test_accuracy
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",5,1.7241852736473084,42.6,40.9
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",6,1.729232031106949,42.4,41.699999999999996
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",7,1.7039899492263795,42.6,41.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",8,1.7007326900959014,43.0,41.3
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",9,1.6953545129299163,43.4,41.3
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",10,1.6737104594707488,43.4,41.4
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",11,1.680468944311142,43.6,41.199999999999996
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",12,1.6801663219928742,44.0,41.199999999999996
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",13,1.6780086636543274,43.9,41.4
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",14,1.6810137104988099,44.0,41.699999999999996
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",15,1.6639210128784179,44.3,41.5
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",16,1.6573575782775878,44.3,41.5
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",17,1.6675686144828796,44.3,41.099999999999994
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",18,1.6519849491119385,44.9,41.6
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",19,1.6488629698753356,44.800000000000004,41.8
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",20,1.6521703851222993,44.9,41.3
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",21,1.6480189609527587,44.6,41.6
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",22,1.6540788626670837,45.0,41.4
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",23,1.6508287405967712,44.9,41.699999999999996
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",24,1.6449277007579803,45.0,41.6
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",25,1.6312712061405181,45.0,41.8
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",26,1.623393739461899,45.4,41.8
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",27,1.643534539937973,45.5,41.699999999999996
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",28,1.6477360785007478,45.5,41.8
