Description,epoch,train_loss,train_accuracy,test_accuracy
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",44,0.7530944389104843,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",45,0.7393040102720261,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",46,0.7398715743422508,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",47,0.7541837328672409,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",48,0.7570473036170006,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",49,0.7294533985853195,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",50,0.7422976189851761,73.3,74.0
Description,epoch,train_loss,train_accuracy,test_accuracy
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",1,1.409641193151474,60.699999999999996,61.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",2,1.2151467394828797,63.800000000000004,64.1
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",3,1.1539186000823975,65.4,66.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",4,1.127953200340271,66.3,66.9
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",5,1.102164813876152,67.0,67.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",6,1.0843240070343017,67.80000000000001,68.2
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",7,1.0660025703907012,68.0,68.8
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",8,1.0561634749174118,68.7,69.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",9,1.059088317155838,68.4,69.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",10,1.0477002960443498,68.89999999999999,69.6
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",11,1.0328249740600586,69.39999999999999,69.89999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",12,1.030943952202797,69.1,69.8
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",13,1.0346287131309508,69.5,70.19999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",14,1.016221621632576,69.69999999999999,70.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",15,1.023381822705269,69.89999999999999,70.7
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",16,1.0192230767011643,69.89999999999999,70.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",17,1.0075581443309785,70.1,70.89999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",18,1.0075116389989853,70.3,71.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",19,1.0057419282197952,70.19999999999999,70.8
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",20,1.0105999499559402,70.5,71.1
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",21,0.9982477378845215,70.6,71.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",22,0.9909904956817627,70.6,71.2
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",23,0.9956941092014313,70.5,71.2
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",24,0.9933032327890396,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",25,0.9988172096014023,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",26,0.9890553236007691,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",27,0.9904476088285447,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",28,0.9977285242080689,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",29,0.9983472317457199,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",30,0.996613563299179,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",31,0.9970891505479813,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",32,0.9970599895715714,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",33,0.9910102343559265,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",34,0.9902356845140458,70.8,71.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",35,0.9970553934574127,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",36,0.987035716176033,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",37,0.991380608677864,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",38,1.0009387546777726,70.8,71.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",39,0.9880592131614685,70.89999999999999,71.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",40,0.9906629264354706,70.89999999999999,71.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",41,0.9824019855260849,70.89999999999999,71.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",42,1.0043049263954162,70.89999999999999,71.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",43,0.9801375240087509,70.89999999999999,71.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",44,0.988847689628601,70.89999999999999,71.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",45,0.9942121458053589,70.89999999999999,71.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",46,0.9906028997898102,70.89999999999999,71.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",47,0.9826636159420014,70.89999999999999,71.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",48,0.9942763304710388,70.89999999999999,71.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",49,0.9895851993560791,70.89999999999999,71.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:256",50,0.9862790220975876,70.89999999999999,71.5
Description,epoch,train_loss,train_accuracy,test_accuracy
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",1,0.0,49.0,49.6
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",2,0.0,52.1,52.7
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",3,0.0,58.9,60.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",4,0.0,61.5,62.1
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",5,0.0,62.7,63.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",6,0.0,63.4,63.9
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",7,0.0,63.9,64.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",8,0.0,64.5,65.10000000000001
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",9,0.0,64.8,65.2
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",10,0.0,65.3,65.8
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",11,0.0,65.7,66.10000000000001
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",12,0.0,66.0,66.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",13,0.0,66.3,66.7
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",14,0.0,66.4,66.9
"Starting LR:0.01, L2Reg:1e-07, Batch Size:1000",15,0.0,66.8,67.2
